Movie,Distributor,Genre,RunTime,MPAA,Budget,ForeignSale
Band Baaja Baaraat,Yash Raj,Foreign,155,Unrated,,60712
The Oath,Zeitgeist,Documentary,90,Unrated,,
On the Bowery (re-release),Milestone,Documentary,65,Unrated,,
Kites:The Remix,Reliance Big Pictures,Romance,90,Unrated,,
The Trouble with Terkel,Indican,Animation,80,R,,
44 Inch Chest,Image Entertainment,Drama,95,R,,255212
Nine Nation Animation,The World According to Shorts,Animation,82,Unrated,,
The Legend of Pale Male,Balcony Releasing,Documentary,85,Unrated,,
The Red Baron,"Monterey Media, Inc.",Historical Drama,106,PG-13,,3050
Army of Crime,Lorber Films,Foreign,139,Unrated,,1162846
District B13:Ultimatum,Magnolia,Action,95,R,,16153
Guy and Madeline on a Park Bench,Variance Films,Music Drama,82,Unrated,,
Hideaway (Le Refuge),Strand,Foreign,88,Unrated,,836715
Bluebeard,Strand,Fantasy,80,Unrated,,5206
Around a Small Mountain,Cinema Guild,Drama,84,Unrated,,131320
Ahead of Time,Vitagraph,Documentary,73,Unrated,,
Spoken Word,Variance Films,Drama,116,Unrated,,
Boxing Gym,Zipporah Films,Documentary,91,Unrated,,
Beetle Queen Conquers Tokyo,Argot Pictures,Documentary,90,Unrated,,
Living in Emergency,Truly Indie,Documentary,93,Unrated,,
180 South,Magnolia,Documentary,85,PG,,
Who Is Harry Nilsson?,Lorber Films,Documentary,116,Unrated,,
GasLand,International WOW,Documentary,107,Unrated,,18582
Valhalla Rising,IFC,Sci-Fi Action,90,Unrated,,
Shanghai Red,Indican,Foreign,98,R,,
In My Sleep,Morning Star,Drama / Thriller,90,PG-13,,
Saint Misbehavin':The Wavy Gravy Movie,Argot Pictures,Documentary,87,Unrated,,
Lbs.,Truly Indie,Comedy / Drama,99,Unrated,,
Multiple Sarcasms,MAC Releasing,Drama,98,R,,
Two in the Wave,Lorber Films,Documentary,91,Unrated,,
[Rec] 2,Magnolia,Foreign / Horror,85,R,,18469680
Here and There,Cinema Purgatorio,Comedy / Drama,85,Unrated,,
Eyes Wide Open,New American Vision,Drama,90,Unrated,,250318
October Country,International Film Circuit,Documentary,80,Unrated,,
The Exploding Girl,Oscilloscope Pictures,Drama,79,Unrated,40000,
Henri-Georges Clouzot's Inferno,Flicker Alley,Documentary,102,Unrated,,
Fresh (2010),Ripple Effect Inc.,Documentary,72,Unrated,,
Behind the Burly Q,First Run,Documentary,98,Unrated,,
Videocracy,Kino,Documentary,85,Unrated,,1155956
The Other City,Cabin Films,Documentary,90,Unrated,,
Happy Tears,Roadside Attractions,Drama,95,R,,
Hemingway's Garden of Eden,Roadside Attractions,Drama,111,R,,
And Everything is Going Fine,IFC,Documentary,89,Unrated,,
Daddy Longlegs,IFC,Comedy / Drama,100,Unrated,,11451
Toe to Toe,Strand,Drama,104,Unrated,,
Red Hill,Strand,Crime Thriller,95,R,,300336
The Good Heart,Magnolia,Drama,95,R,,322888
Douchebag,Paladin,Comedy,80,Unrated,,
The Korean,Indican,Action,98,PG-13,,
Double Take (2010),Kino,Documentary,80,Unrated,,
Shoah,IFC,Documentary,550,Unrated,,
The Trial (2010),Mountain Top Releasing,Drama,,PG-13,,
Neshoba:The Price of Freedom,First Run,Documentary,86,Unrated,,
The People I've Slept With,People Pictures,Comedy,89,Unrated,,
Off and Running,First Run,Documentary,76,Unrated,,
Nenette,Kino,Documentary,70,Unrated,,5384
Great Directors,Paladin,Documentary,90,Unrated,,
Bitch Slap,Freestyle Releasing,Action,105,R,,182071
The Law (re-release),Oscilloscope Pictures,Drama,,Unrated,,
Carbon Nation,Clay Way Media,Documentary,86,Unrated,,
The Freebie,Phase 4,Comedy / Drama,78,R,,
BoyBand,Artigo/Ajemian,Comedy,98,Unrated,,
Dreamkiller,Delaware Pictures,Crime Thriller,103,R,,
The Two Escobars,All Rise Films,Documentary,100,Unrated,,
GhettoPhysics:Will the Real Pimps and Hos Please Stand Up?,Samuel Goldwyn,Drama,94,R,,
Don McKay,Image Entertainment,Drama / Thriller,87,R,,
Paper Man,MPI Media Group,Comedy / Drama,110,R,,
Handsome Harry,Paladin,Drama,94,R,,
Violet Tendencies,Embrem Entertainment,Comedy,99,Unrated,,
Jim (2010),Area23a,Sci-Fi,101,Unrated,,
The Living Wake,Mangusta Productions,Comedy,90,Unrated,,
The Kids Grow Up,Shadow Dist.,Documentary,90,Unrated,,
Picture Me,Strand,Documentary,82,Unrated,,10361
The Dry Land,Freestyle Releasing,Drama,92,R,,
White Wedding,Dada Films,Romantic Comedy,93,PG-13,,
Salt of this Sea,Lorber Films,Foreign,104,Unrated,,545251
After the Cup:Sons of Sakhnin United,Variance Films,Documentary,80,Unrated,,
The Taqwacores,Strand,Drama,80,Unrated,,
Cherry,Abramorama,Comedy / Drama,95,R,,
Children of Invention,Unknown,Drama,86,Unrated,,
Christina,Indican,Drama,,Unrated,,
Spring Fever,Strand,Foreign,116,Unrated,,150286
Terkel in Trouble,Indican,Animation,88,R,,
Waiting for Armageddon,First Run,Documentary,74,Unrated,,
The Milk of Sorrow,Olive Films,Music Drama,94,Unrated,,
Come Undone (2010),Film Movement,Foreign,126,Unrated,,31314
Circle,Indican,Horror Thriller,,Unrated,,
"Hugh Hefner:Playboy, Activist and Rebel",Phase 4,Documentary,124,R,,
Down Terrace,Magnolia,Comedy,89,R,30000,
Brutal Beauty:Tales of the Rose City Rollers,Cinema Purgatorio,Documentary,80,Unrated,,
Wonderful World,Magnolia,Romance,95,R,,
Brotherhood (Broderskab),Olive Films,Foreign,90,R,,
Only When I Dance,Film Movement,Documentary,78,Unrated,,
All About Evil,Peaches Christ,Horror Comedy,,Unrated,,
Stolen (2010),IFC,Thriller,90,R,,
Mugabe and the White African,First Run,Documentary,94,Unrated,,
Zenith,Cinema Purgatorio,Sci-Fi,93,Unrated,,
Tales from the Script,First Run,Documentary,105,Unrated,,
Udaan,UTV Communications,Foreign,134,Unrated,,
The Thorn in the Heart,Oscilloscope Pictures,Documentary,86,Unrated,,10473
Gangster's Paradise:Jerusalema,Anchor Bay Films,Crime Drama,120,R,2000000,
Happiness Runs,Strand,Drama,88,Unrated,,
Logan,Real Bean,Drama,,Unrated,,
Misconceptions,Regent Releasing,Comedy / Drama,95,Unrated,,
Finding Bliss,Phase 4,Romantic Comedy,96,R,,
Mercy (2010),IFC,Drama,87,R,,
Regina Spektor:Live In London,Cinema Purgatorio,Documentary,67,Unrated,,
Dream Boy,Regent Releasing,Romance,88,R,,
Watercolors,Regent Releasing,Drama,114,Unrated,,
The Red Chapel,Lorber Films,Foreign,88,Unrated,,
BearCity,TLA Releasing,Comedy,,Unrated,,
Sweethearts of the Prison Rodeo,Cinema Purgatorio,Documentary,90,Unrated,,
Midnight Reckoning,Winter Star,Drama / Thriller,,PG-13,,
American Grindhouse,Lorber Films,Documentary,80,Unrated,,
Whiz Kids,Shadow Dist.,Documentary,82,Unrated,,
Speed-Dating,Rockstone Releasing,Comedy,98,R,,
Hadewijch,IFC,Drama,105,Unrated,,57462
The Oxford Murders,Magnolia,Crime Thriller,108,R,,
To Die is Hard,Driving With Our Eyes Shut,Comedy,87,Unrated,,
Promised Lands (2010 re-issue),The Film Desk,Documentary,87,Unrated,,
Kimjongilia,Lorber Films,Documentary,75,Unrated,,
Helena From the Wedding,Film Movement,Drama,,Unrated,,
Inhale,IFC,Thriller,100,R,,50974
Just Say Love,Regent Releasing,Romance,75,Unrated,,
In/Significant Others,North Poplar Pictures,Drama / Thriller,99,Unrated,,
Heartless,IFC,Sci-Fi Horror,109,Unrated,,
Smash His Camera,Magnolia,Documentary,87,PG-13,,
The Full Picture,Unknown,Drama,80,Unrated,,
Murder in Fashion,Regent Releasing,Thriller,90,R,,
El Superstar:The Unlikely Rise of Juan Frances,Cinema Libre,Comedy,90,Unrated,,
My Year Without Sex,Strand,Comedy,96,Unrated,,
The Afterlight,Cinema Purgatorio,Drama / Thriller,87,Unrated,,
Altiplano,First Run,Drama,109,Unrated,,
Eichmann,Regent Releasing,Foreign,96,Unrated,,
Boogie Woogie,IFC,Comedy / Drama,90,R,,44909
Daniel & Ana,Strand,Drama / Thriller,90,Unrated,,
You Won't Miss Me,Reel Diva Consultants,Comedy / Drama,81,Unrated,,
The Girl (Flickan),Olive Films,Drama,95,Unrated,,228589
Nobody's Perfect,Lorber Films,Documentary,84,Unrated,,
As Good as Dead,First Look,Thriller,91,R,,53637
Falling Awake,IFC,Drama,110,R,,
The Temptation of St. Tony,Olive Films,Fantasy Drama,110,Unrated,,
A Mother's Courage:Talking Back to Autism,First Run,Documentary,103,Unrated,,
Manuela and Manuel,Regent Releasing,Comedy,94,PG-13,,
"Carmo, Hit the Road",First Run,Adventure,100,Unrated,,
Drool,Strand,Comedy,85,Unrated,,
45365,Seven Arts Distribution,Documentary,90,Unrated,,
Perrier's Bounty,IFC,Drama / Thriller,88,R,,167110
Shake Hands with the Devil,Regent Releasing,Historical Drama,112,R,,
The Magician (2010),Regent Releasing,Thriller,85,Unrated,,
Avatar,Fox,Sci-Fi Adventure,160,PG-13,,760507625
Transformers:Revenge of the Fallen,Paramount (DreamWorks),Sci-Fi Action,144,PG-13,200000000,434191823
Harry Potter and the Half-Blood Prince,Warner Bros.,Fantasy,153,PG,250000000,632457290
The Twilight Saga:New Moon,Summit Entertainment,Romance,130,PG-13,50000000,413087374
Up,Buena Vista,Animation,96,PG,175000000,438338580
The Hangover,Warner Bros.,Comedy,96,R,35000000,190161409
Star Trek,Paramount,Sci-Fi Adventure,126,PG-13,150000000,127950427
The Blind Side,Warner Bros.,Sports Drama,126,PG-13,29000000,53248834
Alvin and the Chipmunks:The Squeakquel,Fox,Family Comedy,88,PG,75000000,223525393
Sherlock Holmes,Warner Bros.,Adventure,134,PG-13,90000000,315000000
Monsters Vs. Aliens,Paramount (DreamWorks),Animation,94,PG,175000000,198351526
Ice Age:Dawn of the Dinosaurs,Fox,Animation,87,PG,90000000,690113112
X-Men Origins:Wolverine,Fox,Action / Adventure,107,PG-13,150000000,193179707
Night at the Museum:Battle of the Smithsonian,Fox,Family Adventure,105,PG,150000000,235862449
2012,Sony / Columbia,Action Drama,158,PG-13,200000000,603567306
The Proposal,Buena Vista,Romantic Comedy,108,PG-13,40000000,153417000
Fast and Furious,Universal,Action,99,PG-13,85000000,155064265
G.I. Joe:The Rise of Cobra,Paramount,Action,118,PG-13,175000000,152267519
Paul Blart:Mall Cop,Sony / Columbia,Comedy,87,PG,26000000,36956953
Taken,Fox,Action,93,PG-13,25000000,81829579
A Christmas Carol (2009),Buena Vista,Animation,96,PG,200000000,137855863
Angels & Demons,Sony / Columbia,Thriller,140,PG-13,150000000,352554970
Terminator Salvation,Warner Bros.,Sci-Fi Action,114,PG-13,200000000,246030532
Cloudy with a Chance of Meatballs,Sony / Columbia,Animation,81,PG,100000000,124870275
Inglourious Basterds,Weinstein Company,War,152,R,70000000,200914970
G-Force,Buena Vista,Family Adventure,90,PG,150000000,173381071
District 9,TriStar,Sci-Fi,113,R,30000000,95173376
It's Complicated,Universal,Romantic Comedy,118,R,85000000,106368280
Couples Retreat,Universal,Comedy,107,PG-13,70000000,62639895
Paranormal Activity,Paramount,Horror,99,R,15000,85436990
Watchmen,Warner Bros.,Action / Adventure,163,R,130000000,77749184
The Princess and the Frog,Buena Vista,Animation,95,G,105000000,162644866
Public Enemies,Universal,Crime Drama,143,R,100000000,117000000
Julie & Julia,Sony / Columbia,Comedy / Drama,123,PG-13,40000000,35415073
He's Just Not That Into You,Warner Bros. (New Line),Romantic Comedy,129,PG-13,,84893246
Tyler Perry's Madea Goes to Jail,Lionsgate,Comedy,103,PG-13,,
The Ugly Truth,Sony / Columbia,Romantic Comedy,96,R,38000000,116383693
Up in the Air,Paramount,Comedy / Drama,109,R,25000000,83019358
Knowing,Summit Entertainment,Drama / Thriller,122,PG-13,50000000,103635952
Hannah Montana The Movie,Buena Vista,Family Comedy,92,G,,75969090
Where the Wild Things Are,Warner Bros.,Family Adventure,94,PG,100000000,22853326
Zombieland,Sony / Columbia,Horror Comedy,81,R,,26801254
Coraline,Focus Features,Animation,100,PG,60000000,75286229
Law Abiding Citizen,Overture Films,Thriller,108,R,50000000,53332999
Hotel for Dogs,Paramount (DreamWorks),Family,100,PG,,43965738
Michael Jackson's This Is It,Sony / Columbia,Concert,121,PG,,189092572
"I Love You, Man",Paramount (DreamWorks),Comedy,110,R,,20196975
Obsessed,Sony / Screen Gems,Thriller,105,PG-13,20000000,5568696
Race to Witch Mountain,Buena Vista,Family Adventure,99,PG,,39214547
The Final Destination,Warner Bros. (New Line),Horror,82,R,40000000,119689439
The Taking of Pelham 1 2 3,Sony / Columbia,Action Thriller,121,R,100000000,84713814
Friday the 13th (2009),Warner Bros. (New Line),Horror,95,R,19000000,26377032
17 Again,Warner Bros. (New Line),Fantasy Comedy,102,PG-13,,72100407
The Time Traveler's Wife,Warner Bros. (New Line),Romance,108,PG-13,39000000,37929566
Bruno,Universal,Comedy,88,R,,78751301
Bride Wars,Fox,Comedy,90,PG,30000000,55947951
The Haunting in Connecticut,Lionsgate,Horror,92,PG-13,,22138216
Ghosts of Girlfriends Past,Warner Bros. (New Line),Fantasy Comedy,100,PG-13,,46973243
Funny People,Universal,Comedy,136,R,75000000,19730190
Tyler Perry's I Can Do Bad All By Myself,Lionsgate,Comedy / Drama,113,PG-13,,
My Bloody Valentine 3-D,Lionsgate,Horror,101,R,15000000,49188766
Old Dogs,Buena Vista,Family Comedy,88,PG,35000000,47261636
Land of the Lost,Universal,Adventure Comedy,93,PG-13,100000000,19339184
My Sister's Keeper,Warner Bros. (New Line),Drama,106,PG-13,30000000,46514645
"Precious:Based on the Novel ""Push"" by Sapphire",Lionsgate,Drama,109,R,10000000,16081309
Underworld:Rise of the Lycans,Sony / Screen Gems,Action Horror,92,R,35000000,45551186
Confessions of a Shopaholic,Buena Vista,Romantic Comedy,112,PG,,64055872
The Lovely Bones,Paramount (DreamWorks),Drama / Thriller,135,PG-13,65000000,49507108
Year One,Sony / Columbia,Adventure Comedy,100,PG-13,60000000,19020621
The Unborn (2009),Universal,Horror,88,PG-13,16000000,33843640
Planet 51,Sony / Columbia,Animation,91,PG,70000000,63453042
Drag Me to Hell,Universal,Horror,99,PG-13,30000000,48742021
Orphan,Warner Bros.,Horror,123,R,,35103381
Duplicity,Universal,Thriller,125,PG-13,60000000,37573827
Crazy Heart,Fox Searchlight,Drama,111,R,7000000,7941260
Surrogates,Buena Vista,Sci-Fi Action,89,PG-13,80000000,83867000
Ninja Assassin,Warner Bros.,Action,99,R,40000000,23478397
Invictus,Warner Bros.,Drama,132,PG-13,60000000,84742607
State of Play,Universal,Thriller,118,PG-13,,50794416
Notorious (2009),Fox Searchlight,Music Drama,122,R,20000000,7528069
The Pink Panther 2,Sony / Columbia,Action Comedy,92,PG,70000000,40023637
Under the Sea 3D,Warner Bros.,IMAX,40,G,,35916045
All About Steve,Fox,Comedy,99,PG-13,,6242639
Halloween II (2009),Weinstein / Dimension,Horror,101,R,15000000,6028494
The Informant!,Warner Bros.,Drama / Thriller,108,R,22000000,8454347
The Last House on the Left (2009),Universal,Horror,109,R,,12534013
The Men Who Stare at Goats,Overture Films,Comedy,90,R,25000000,36540493
(500) Days of Summer,Fox Searchlight,Romance,95,PG-13,,28331360
Earth (2009),Buena Vista,Documentary,90,G,,76963584
Push,Summit Entertainment,Sci-Fi Thriller,111,PG-13,38000000,17047091
9,Focus Features,Animation,79,PG-13,30000000,16678169
The Soloist,Paramount (DreamWorks),Music Drama,109,PG-13,,6612836
Toy Story / Toy Story 2 (3D),Buena Vista,Animation,169,G,,1582154
Did You Hear About the Morgans?,Sony / Columbia,Romantic Comedy,103,PG-13,58000000,55700163
The Stepfather (2009),Sony / Screen Gems,Horror Thriller,101,PG-13,20000000,2135970
The Uninvited,Paramount (DreamWorks),Horror,87,PG-13,,13027228
Brothers,Lionsgate,Drama,110,R,26000000,14774192
Saw VI,Lionsgate,Horror,120,R,11000000,40540337
Dance Flick,Paramount,Comedy,83,PG-13,25000000,5776985
The Fourth Kind,Universal,Thriller,98,PG-13,,22223153
The International,Sony / Columbia,Drama / Thriller,118,R,50000000,34710864
Aliens in the Attic,Fox,Family Adventure,86,PG,45000000,32680644
Observe and Report,Warner Bros.,Comedy,106,R,18000000,2966230
Fighting,Universal,Action Drama,105,PG-13,,9383110
Love Happens,Universal,Romance,109,PG-13,18000000,13122918
Fame (2009),MGM,Music Drama,107,PG,18000000,54756326
Fantastic Mr. Fox,Fox,Animation,87,PG,40000000,21002919
Shorts,Warner Bros.,Family Adventure,89,PG,,8053342
Gamer,Lionsgate,Action Thriller,95,R,,20293633
Nine,Weinstein Company,Drama,110,PG-13,80000000,34321841
Astro Boy,Summit Entertainment,Animation,94,PG,65000000,20335919
Jonas Brothers:The 3D Concert Experience,Buena Vista,Concert,76,G,,4024220
The Invention of Lying,Warner Bros.,Fantasy Comedy,100,PG-13,,13955256
Inkheart,Warner Bros. (New Line),Fantasy,106,PG,60000000,45146937
Fired Up,Sony / Screen Gems,Comedy,90,PG-13,20000000,1367811
The Hurt Locker,Summit Entertainment,War,130,R,15000000,32212961
New in Town,Lionsgate,Romantic Comedy,96,PG,,12276534
Jennifer's Body,Fox,Horror Comedy,102,R,16000000,15351268
Imagine That,Paramount,Fantasy Comedy,107,PG,55000000,6861871
Adventureland,Miramax,Comedy,106,R,,1120352
Armored,Sony / Screen Gems,Thriller,88,PG-13,20000000,6953345
A Perfect Getaway,Universal,Thriller,97,R,14000000,7337178
"The Goods:Live Hard, Sell Hard",Paramount Vantage,Comedy,89,R,10000000,172234
Ponyo,Buena Vista,Animation,100,G,,15090399
The Box,Warner Bros.,Horror Thriller,116,PG-13,30000000,18281554
I Love You Beth Cooper,Fox,Comedy,102,PG-13,18000000,1021182
Capitalism:A Love Story,Overture Films,Documentary,127,R,20000000,3073112
Amelia,Fox Searchlight,Historical Drama,120,PG,40000000,5396598
Cirque du Freak:The Vampire's Assistant,Universal,Fantasy,108,PG-13,40000000,25362598
Crank:High Voltage,Lionsgate,Action / Crime,85,R,,20876328
Whip It,Fox Searchlight,Comedy,111,PG-13,15000000,3589672
An Education,Sony Classics,Period Drama,95,PG-13,,13521938
12 Rounds,Fox,Action / Adventure,108,PG-13,,5045632
Sunshine Cleaning,Overture Films,Comedy,102,R,,4517692
Sorority Row,Summit Entertainment,Horror,101,R,,15240838
The Young Victoria,Apparition,Historical Drama,104,PG,35000000,16408617
Extract,Miramax,Comedy,90,R,8000000,25625
Not Easily Broken,Sony / Screen Gems,Drama,99,PG-13,5000000,154167
Pandorum,Overture Films,Sci-Fi Horror,108,R,33000000,10314474
Whiteout,Warner Bros.,Thriller,106,R,35000000,7565229
The Boondock Saints II:All Saints Day,Apparition,Action / Crime,118,R,8000000,356133
Next Day Air,Summit Entertainment,Action Comedy,84,R,,145472
Away We Go,Focus Features,Comedy,98,R,17000000,5447471
Dragonball Evolution,Fox,Sci-Fi Adventure,100,PG,,48134914
A Serious Man,Focus Features,Comedy,105,R,,22201566
Everybody's Fine,Miramax,Comedy,95,PG-13,21000000,7234733
A Single Man,Weinstein Company,Drama,99,R,7000000,15788890
Street Fighter:The Legend of Chun-Li,Fox,Action,96,PG-13,,4021940
My Life in Ruins,Fox Searchlight,Comedy,98,PG-13,,11790070
The Road,Weinstein / Dimension,Drama / Thriller,119,R,25000000,19518305
Pirate Radio,Focus Features,Comedy,115,R,50000000,28330867
The Collector,Freestyle Releasing,Horror,85,R,,1731904
The Imaginarium of Doctor Parnassus,Sony Classics,Fantasy,122,PG-13,30000000,54119168
Taking Woodstock,Focus Features,Comedy,121,R,30000000,2515533
3 Idiots,Reliance Big Pictures,Comedy / Drama,160,PG,,4208189
Post Grad,Fox,Comedy,89,PG-13,,34710
Coco Before Chanel,Sony Classics,Foreign,110,PG-13,23000000,44699100
Whatever Works,Sony Classics,Comedy,92,PG-13,,29791109
Bandslam,Summit Entertainment,Comedy,111,PG,,7014035
Broken Embraces,Sony Classics,Foreign,105,R,,25977355
Moon,Sony Classics,Sci-Fi,97,R,,5010163
Miss March,Fox Searchlight,Comedy,90,R,,48309
Bright Star,Apparition,Period Drama,119,PG,,9906308
"Food, Inc.",Magnolia,Documentary,94,PG,,188525
Good Hair,Roadside Attractions,Documentary,95,PG-13,,5912
The September Issue,Roadside Attractions,Documentary,89,PG-13,,2622233
The Brothers Bloom,Summit Entertainment,Crime Comedy,109,PG-13,,1999008
Two Lovers,Magnolia,Romance,108,R,,13154609
Cheri,Miramax,Romance,100,R,23000000,6650570
Easy Virtue,Sony Classics,Period Comedy,93,PG-13,,15807009
Sin Nombre,Focus Features,Thriller,96,R,,2565091
My One and Only,Freestyle Releasing,Period Comedy,85,PG-13,,546734
Love Aaj Kal,Eros,Foreign,130,Unrated,,18364902
In the Loop,IFC,Comedy,106,Unrated,,5398683
Adam,Fox Searchlight,Comedy / Drama,95,PG-13,,272209
The White Ribbon,Sony Classics,Foreign,144,R,18000000,17096582
Is Anybody There?,Story Island Entertainment,Drama,94,PG-13,,1341544
Rudo Y Cursi,Sony Classics,Foreign,90,R,,9341572
Valentino:The Last Emperor,Truly Indie,Documentary,96,PG-13,,448269
Every Little Step,Sony Classics,Documentary,96,PG-13,,1044622
